0	-89.0796	8.19268	214	-0.645496	0.234513	0.726869	0.285702	22	11	64
1	-18.6718	74.8482	214	0.0323317	0.610392	0.791439	0.783452	22	11	150
2	-41.8173	29.3866	214	-0.480619	0.341775	0.807586	0.225499	22	11	195
3	14.9086	19.988	214	0.30346	0.138827	0.942677	0.198909	22	11	413
4	129.675	-169.274	214	0.542159	-0.683154	0.489248	0.217646	22	11	433
5	24.3578	-0.549163	214	0.283798	0.136343	0.949141	2.06239	22	11	458
6	-37.4189	-32.3331	214	-0.345161	-0.26448	0.900508	1.13082	22	11	513
7	22.5188	-11.0867	214	0.131757	0.0747092	0.988463	0.719905	22	11	569
8	46.229	49.1581	214	0.28494	0.337892	0.897017	1.14935	22	11	580
9	39.2572	108.974	214	0.154373	0.437458	0.885889	1.94084	22	11	852
10	-10.8269	79.4579	214	-0.195649	0.418752	0.886774	1.57745	22	11	980
11	41.311	-35.0343	214	0.479836	-0.444687	0.756315	0.510999	22	11	1198
12	-152.97	80.2831	214	-0.68203	0.433967	0.588649	1.34034	22	11	1327
13	24.2743	-28.3494	214	0.248034	0.0323314	0.968212	1.92998	22	11	1607
14	-7.348	-8.41448	214	-0.0332136	-0.0381403	0.99872	0.496812	22	11	1686
15	0.486587	17.649	214	0.00211041	0.0825958	0.996581	2.96348	22	11	1794
16	-65.2385	-48.8062	214	-0.28501	-0.213157	0.934523	3.63461	22	11	2336
17	-69.3278	-137.619	214	-0.359185	-0.716971	0.597443	0.510999	22	11	2339
18	-76.2311	51.2236	214	-0.493998	0.288746	0.820117	1.25786	22	11	2407
19	-25.1265	66.8773	214	-0.195725	0.463117	0.864415	0.847214	22	11	2546
20	14.1663	10.6642	214	0.289376	0.0770193	0.954112	0.997144	22	11	2761
21	-75.0773	-13.4007	214	-0.549743	-0.256145	0.795093	0.713756	22	11	3046
22	-120.815	-68.1743	214	-0.529702	-0.304855	0.791505	3.60306	22	11	3316
23	-144.582	15.0228	214	-0.605907	0.19602	0.771008	1.60097	22	11	3524
24	-152.91	36.0091	214	-0.736391	0.206417	0.644298	0.928604	22	11	4076
25	-66.3741	17.9814	214	-0.540899	0.0811671	0.837162	1.40041	22	11	4104
26	-96.3437	-11.7339	214	-0.788234	-0.0261831	0.614818	0.530021	22	11	4214
27	13.2119	-53.8064	214	0.0127027	-0.29931	0.954072	2.08715	22	11	4284
28	22.7422	-39.2851	216	0.344952	0.794059	-0.500479	0.222341	22	11	4284
29	10.616	61.8467	214	0.217502	0.210459	0.9531	1.10609	22	11	4297
30	49.7185	3.41626	214	0.676536	0.221356	0.702354	0.171818	22	11	4386
31	-5.11455	-46.4586	214	-0.0230023	-0.212836	0.976817	1.97986	22	11	4576
32	-36.5954	59.5332	214	-0.165721	0.265523	0.949755	1.52805	22	11	4854
33	53.4718	-86.1742	214	0.47007	-0.666402	0.578742	0.440054	22	11	4947
34	-96.3045	-17.8435	214	-0.598808	-0.151049	0.78652	0.468339	22	11	4982
35	8.93223	-7.12533	214	-0.0428209	-0.000243898	0.999083	0.289004	22	11	4989
36	110.341	4.53589	214	0.578309	-0.00769099	0.815782	2.09248	22	11	5052
37	41.4085	52.939	214	0.181397	0.415961	0.891107	1.27402	22	11	5143
38	14.241	-41.0075	214	-0.13529	-0.54407	0.828061	0.133259	22	11	5562
39	72.984	-24.1037	214	0.715134	-0.189553	0.672795	0.309188	22	11	5708
40	62.0257	-61.4889	214	0.274773	-0.362123	0.890711	1.67029	22	11	5739
41	17.8334	-34.2838	214	0.218574	-0.547304	0.807888	0.914944	22	11	5741
42	125.873	-129.778	214	0.489145	-0.473351	0.732582	1.14511	22	11	5834
43	89.415	108.455	214	0.464664	0.591348	0.659086	0.889762	22	11	5856
44	-38.8231	-9.89621	214	-0.177361	-0.0465841	0.983043	5.3437	22	11	5966
45	-31.5611	93.0478	214	-0.329585	0.767888	0.549291	0.589725	22	11	6121
46	-7.28229	17.1352	214	-0.0318813	0.0801203	0.996275	3.726	22	11	6132
47	10.1845	10.4223	214	0.0876041	-0.120463	0.988845	1.80222	22	11	6397
48	-0.908344	46.0523	214	-0.0595082	0.459112	0.886383	0.596968	22	11	6568
49	-33.4221	-61.011	214	-0.140062	-0.360495	0.922186	1.88885	22	11	6618
50	-36.9152	-62.5243	214	-0.257586	-0.427848	0.866369	1.32587	22	11	6756
51	-3.91158	17.7602	214	-0.0921642	0.226723	0.969589	1.90747	22	11	7032
52	126.53	-131.282	214	0.592861	-0.595237	0.54241	0.510999	22	11	7481
53	-18.1216	-23.8028	214	-0.336413	-0.529103	0.779023	1.5599	22	11	7656
54	-0.502852	-12.391	214	-0.00256996	-0.0581432	0.998305	1.90653	22	11	7730
55	47.211	-37.8228	214	0.328195	-0.371176	0.868629	0.294232	22	11	7736
56	47.6693	-37.2859	216	-0.331568	0.416817	-0.846361	0.140188	22	11	7736
57	-33.5472	-32.1314	214	-0.266109	-0.225589	0.937174	1.7301	22	11	7811
58	2.67029	-24.0445	216	0.895511	0.185293	-0.404631	0.293995	22	11	7811
59	-108.206	-19.388	214	-0.664511	-0.0837744	0.742568	0.619222	22	11	7848
