Collection name='THashList', class='THashList', size=4
 TKey Name = Event_1, Title = object title, Cycle = 1
 TKey Name = Event_2, Title = object title, Cycle = 1
 TKey Name = Event_3, Title = object title, Cycle = 1
 TKey Name = Event_4, Title = object title, Cycle = 1
Collection: Event_1
Number of hits: 91
  trackID: 96  chamberNb: 1  energy deposit[MeV]: 0.000490503  position[mm]: (128.108,84.4961,-696.904)
  trackID: 96  chamberNb: 1  energy deposit[MeV]: 0.00493757  position[mm]: (128.098,84.5039,-696.949)
  trackID: 102  chamberNb: 1  energy deposit[MeV]: 0.00256178  position[mm]: (128.106,84.4775,-696.907)
  trackID: 101  chamberNb: 1  energy deposit[MeV]: 0.00243389  position[mm]: (128.169,84.6439,-696.885)
  trackID: 27  chamberNb: 1  energy deposit[MeV]: 0.0101388  position[mm]: (127.879,84.5753,-719.592)
  trackID: 27  chamberNb: 1  energy deposit[MeV]: 0.0059464  position[mm]: (127.862,84.6264,-719.563)
  trackID: 103  chamberNb: 1  energy deposit[MeV]: 0.00213648  position[mm]: (127.865,84.5695,-719.589)
  trackID: 26  chamberNb: 1  energy deposit[MeV]: 0.00590652  position[mm]: (126.336,83.513,-735.852)
  trackID: 25  chamberNb: 1  energy deposit[MeV]: 0.00497938  position[mm]: (125.593,83.0218,-745.215)
  trackID: 24  chamberNb: 1  energy deposit[MeV]: 0.00196394  position[mm]: (123.282,81.3767,-773.829)
  trackID: 15  chamberNb: 0  energy deposit[MeV]: 0.000290268  position[mm]: (71.2073,42.4992,-1438.12)
  trackID: 15  chamberNb: 0  energy deposit[MeV]: 0.0180105  position[mm]: (96.8552,45.4293,-1400)
  trackID: 15  chamberNb: 1  energy deposit[MeV]: 0.0140008  position[mm]: (-201.698,477.737,-777.561)
  trackID: 15  chamberNb: 1  energy deposit[MeV]: 0.0127096  position[mm]: (-193.318,504.328,-773.88)
  trackID: 15  chamberNb: 1  energy deposit[MeV]: 0.00481408  position[mm]: (-189.997,516.701,-775.118)
  trackID: 15  chamberNb: 1  energy deposit[MeV]: 0.00811017  position[mm]: (-188.258,538.168,-778.995)
  trackID: 15  chamberNb: 1  energy deposit[MeV]: 0.00468078  position[mm]: (-188.526,555.318,-784.13)
  trackID: 15  chamberNb: 1  energy deposit[MeV]: 0.00561948  position[mm]: (-189.163,569.156,-795.16)
  trackID: 15  chamberNb: 1  energy deposit[MeV]: 0.00343846  position[mm]: (-189.42,575.362,-800)
  trackID: 127  chamberNb: 1  energy deposit[MeV]: 0.00240385  position[mm]: (-189.154,569.166,-795.149)
  trackID: 126  chamberNb: 1  energy deposit[MeV]: 1.68343e-05  position[mm]: (-188.443,555.373,-784.064)
  trackID: 126  chamberNb: 1  energy deposit[MeV]: 0.00776227  position[mm]: (-187.99,555.514,-783.715)
  trackID: 126  chamberNb: 1  energy deposit[MeV]: 0.00135294  position[mm]: (-187.995,555.333,-783.532)
  trackID: 126  chamberNb: 1  energy deposit[MeV]: 0.0114892  position[mm]: (-188.068,555.199,-783.786)
  trackID: 126  chamberNb: 1  energy deposit[MeV]: 0.00526118  position[mm]: (-188.111,555.227,-783.791)
  trackID: 165  chamberNb: 1  energy deposit[MeV]: 0.0019121  position[mm]: (-188.438,555.361,-784.065)
  trackID: 125  chamberNb: 1  energy deposit[MeV]: 0.00377788  position[mm]: (-188.228,538.177,-778.996)
  trackID: 124  chamberNb: 1  energy deposit[MeV]: 0.00184902  position[mm]: (-190.007,516.705,-775.123)
  trackID: 123  chamberNb: 1  energy deposit[MeV]: 0.00328933  position[mm]: (-193.335,504.33,-773.86)
  trackID: 122  chamberNb: 1  energy deposit[MeV]: 0.00898435  position[mm]: (-202.145,477.829,-777.502)
  trackID: 122  chamberNb: 1  energy deposit[MeV]: 0.00887796  position[mm]: (-202.324,477.926,-777.532)
  trackID: 122  chamberNb: 1  energy deposit[MeV]: 0.000371535  position[mm]: (-202.309,477.892,-777.541)
  trackID: 122  chamberNb: 1  energy deposit[MeV]: 0.00240417  position[mm]: (-202.297,477.881,-777.544)
  trackID: 166  chamberNb: 1  energy deposit[MeV]: 0.00157629  position[mm]: (-202.306,477.893,-777.532)
  trackID: 107  chamberNb: 0  energy deposit[MeV]: 0.00172883  position[mm]: (71.3539,42.6564,-1438.2)
  trackID: 107  chamberNb: 0  energy deposit[MeV]: 0.00996142  position[mm]: (71.3501,42.6794,-1438.05)
  trackID: 107  chamberNb: 0  energy deposit[MeV]: 0.00129555  position[mm]: (71.3575,42.6764,-1438.05)
  trackID: 170  chamberNb: 0  energy deposit[MeV]: 0.00157103  position[mm]: (71.3529,42.6664,-1438.21)
  trackID: 14  chamberNb: 0  energy deposit[MeV]: 0.00181546  position[mm]: (66.2625,39.9192,-1484.99)
Collection: Event_4
Number of hits: 109
  trackID: 1  chamberNb: 0  energy deposit[MeV]: 0.0443831  position[mm]: (-146.792,57.247,-1456.18)
  trackID: 1  chamberNb: 0  energy deposit[MeV]: 0.00495298  position[mm]: (-149.074,58.0222,-1441.44)
  trackID: 1  chamberNb: 0  energy deposit[MeV]: 0.0115598  position[mm]: (-152.981,59.2795,-1415.65)
  trackID: 1  chamberNb: 0  energy deposit[MeV]: 0.00292684  position[mm]: (-155.316,60.0324,-1400.14)
  trackID: 1  chamberNb: 1  energy deposit[MeV]: 0.0178805  position[mm]: (-253.112,91.4026,-758.982)
  trackID: 1  chamberNb: 1  energy deposit[MeV]: 0.0525007  position[mm]: (-269.223,97.2424,-653.06)
  trackID: 1  chamberNb: 1  energy deposit[MeV]: 0.00126292  position[mm]: (-269.69,97.4355,-649.994)
  trackID: 1  chamberNb: 1  energy deposit[MeV]: 0.00683754  position[mm]: (-273.34,98.9492,-625.973)
  trackID: 1  chamberNb: 1  energy deposit[MeV]: 0.00942631  position[mm]: (-277.278,100.604,-600.071)
  trackID: 1  chamberNb: 2  energy deposit[MeV]: 0.004631  position[mm]: (-369.099,137.425,10.8271)
  trackID: 1  chamberNb: 2  energy deposit[MeV]: 0.0249105  position[mm]: (-380.492,141.975,87.9682)
  trackID: 1  chamberNb: 2  energy deposit[MeV]: 0.00745162  position[mm]: (-383.713,143.282,109.868)
  trackID: 1  chamberNb: 2  energy deposit[MeV]: 0.00315489  position[mm]: (-385.076,143.814,119.092)
  trackID: 1  chamberNb: 2  energy deposit[MeV]: 0.00849215  position[mm]: (-388.432,145.151,141.774)
  trackID: 1  chamberNb: 2  energy deposit[MeV]: 0.00336426  position[mm]: (-389.974,145.741,152.239)
  trackID: 1  chamberNb: 2  energy deposit[MeV]: 0.020815  position[mm]: (-397.04,148.331,200)
  trackID: 1  chamberNb: 3  energy deposit[MeV]: 0.0106138  position[mm]: (-489.851,184.387,839.413)
  trackID: 1  chamberNb: 3  energy deposit[MeV]: 0.00879672  position[mm]: (-494.212,186.154,869.313)
  trackID: 1  chamberNb: 3  energy deposit[MeV]: 0.000110591  position[mm]: (-494.451,186.25,870.935)
  trackID: 1  chamberNb: 3  energy deposit[MeV]: 0.0080268  position[mm]: (-496.995,187.261,888.179)
  trackID: 1  chamberNb: 3  energy deposit[MeV]: 0.0324399  position[mm]: (-510.533,192.524,980.747)
  trackID: 1  chamberNb: 3  energy deposit[MeV]: 0.00869904  position[mm]: (-513.298,193.593,1000)
  trackID: 1  chamberNb: 4  energy deposit[MeV]: 0.00630988  position[mm]: (-602.652,228.67,1618.8)
  trackID: 1  chamberNb: 4  energy deposit[MeV]: 0.0406652  position[mm]: (-619.007,234.748,1732.49)
  trackID: 1  chamberNb: 4  energy deposit[MeV]: 0.000914075  position[mm]: (-619.183,234.81,1733.74)
  trackID: 1  chamberNb: 4  energy deposit[MeV]: 0.0196139  position[mm]: (-627.268,237.639,1791.19)
  trackID: 1  chamberNb: 4  energy deposit[MeV]: 0.00452551  position[mm]: (-628.521,238.076,1800)
  trackID: 75  chamberNb: 4  energy deposit[MeV]: 0.00315492  position[mm]: (-627.261,237.663,1791.2)
  trackID: 74  chamberNb: 4  energy deposit[MeV]: 0.00198951  position[mm]: (-619.17,234.807,1733.74)
  trackID: 73  chamberNb: 4  energy deposit[MeV]: 0.000562486  position[mm]: (-618.941,234.723,1732.51)
  trackID: 73  chamberNb: 4  energy deposit[MeV]: 0.00315636  position[mm]: (-618.947,234.723,1732.49)
  trackID: 96  chamberNb: 4  energy deposit[MeV]: 0.00308806  position[mm]: (-618.92,234.712,1732.5)
  trackID: 72  chamberNb: 4  energy deposit[MeV]: 0.00190621  position[mm]: (-602.644,228.661,1618.8)
  trackID: 64  chamberNb: 3  energy deposit[MeV]: 0.00561946  position[mm]: (-510.354,193.175,980.857)
  trackID: 64  chamberNb: 3  energy deposit[MeV]: 0.00903928  position[mm]: (-510.584,193.294,980.513)
  trackID: 64  chamberNb: 3  energy deposit[MeV]: 0.00915729  position[mm]: (-510.554,193.133,980.429)
  trackID: 64  chamberNb: 3  energy deposit[MeV]: 0.0031348  position[mm]: (-510.558,193.115,980.446)
  trackID: 97  chamberNb: 3  energy deposit[MeV]: 0.00156628  position[mm]: (-510.347,193.171,980.85)
  trackID: 63  chamberNb: 3  energy deposit[MeV]: 0.00407623  position[mm]: (-497.018,187.288,888.177)
  trackID: 62  chamberNb: 3  energy deposit[MeV]: 0.0107832  position[mm]: (-494.423,186.395,870.947)
  trackID: 61  chamberNb: 3  energy deposit[MeV]: 0.00437221  position[mm]: (-494.228,186.119,869.316)
  trackID: 60  chamberNb: 3  energy deposit[MeV]: 0.00687968  position[mm]: (-489.779,184.382,839.431)
  trackID: 51  chamberNb: 2  energy deposit[MeV]: 0.00273007  position[mm]: (-389.954,145.741,152.243)
  trackID: 50  chamberNb: 2  energy deposit[MeV]: 0.00924784  position[mm]: (-388.385,145.373,141.797)
  trackID: 50  chamberNb: 2  energy deposit[MeV]: 0.000334264  position[mm]: (-388.365,145.342,141.812)
  trackID: 50  chamberNb: 2  energy deposit[MeV]: 0.0023196  position[mm]: (-388.364,145.357,141.805)
  trackID: 99  chamberNb: 2  energy deposit[MeV]: 0.00223056  position[mm]: (-388.35,145.339,141.808)
  trackID: 49  chamberNb: 2  energy deposit[MeV]: 0.00238287  position[mm]: (-387.233,141.054,120.335)
  trackID: 49  chamberNb: 2  energy deposit[MeV]: 0.00256242  position[mm]: (-387.233,139.856,121.741)
  trackID: 49  chamberNb: 2  energy deposit[MeV]: 0.00276635  position[mm]: (-387.058,138.265,122.968)
  trackID: 49  chamberNb: 2  energy deposit[MeV]: 0.0142046  position[mm]: (-380.795,135.78,121.502)
  trackID: 49  chamberNb: 2  energy deposit[MeV]: 0.000972886  position[mm]: (-378.232,137.083,121.784)
  trackID: 49  chamberNb: 2  energy deposit[MeV]: 0.00111868  position[mm]: (-377.13,136.763,122.177)
  trackID: 49  chamberNb: 2  energy deposit[MeV]: 0.000739371  position[mm]: (-375.779,136.119,122.408)
  trackID: 49  chamberNb: 2  energy deposit[MeV]: 0.000351777  position[mm]: (-375.571,135.874,122.467)
  trackID: 49  chamberNb: 2  energy deposit[MeV]: 0.00129674  position[mm]: (-374.985,136.084,122.201)
  trackID: 49  chamberNb: 2  energy deposit[MeV]: 0.00624332  position[mm]: (-371.474,136.231,121.351)
  trackID: 49  chamberNb: 2  energy deposit[MeV]: 0.0120156  position[mm]: (-372.331,136.617,117.677)
  trackID: 49  chamberNb: 2  energy deposit[MeV]: 0.00848875  position[mm]: (-370.479,136.009,115.472)
  trackID: 49  chamberNb: 2  energy deposit[MeV]: 0.00035766  position[mm]: (-370.128,136.342,115.624)
  trackID: 49  chamberNb: 2  energy deposit[MeV]: 0.00555268  position[mm]: (-368.139,136.03,115.325)
  trackID: 49  chamberNb: 2  energy deposit[MeV]: 0.00707347  position[mm]: (-368.203,136.464,116.394)
  trackID: 49  chamberNb: 2  energy deposit[MeV]: 0.0041479  position[mm]: (-367.645,136.812,116.619)
  trackID: 49  chamberNb: 2  energy deposit[MeV]: 0.0085206  position[mm]: (-367.696,137.392,116.541)
  trackID: 49  chamberNb: 2  energy deposit[MeV]: 0.00420721  position[mm]: (-367.868,137.652,116.536)
  trackID: 49  chamberNb: 2  energy deposit[MeV]: 0.00423668  position[mm]: (-367.934,137.508,116.416)
  trackID: 49  chamberNb: 2  energy deposit[MeV]: 0.00571704  position[mm]: (-367.915,137.484,116.367)
  trackID: 112  chamberNb: 2  energy deposit[MeV]: 0.00313767  position[mm]: (-367.955,137.496,116.414)
  trackID: 111  chamberNb: 2  energy deposit[MeV]: 0.0028765  position[mm]: (-368.203,136.476,116.375)
  trackID: 110  chamberNb: 2  energy deposit[MeV]: 9.56312e-05  position[mm]: (-368.015,136.129,115.296)
  trackID: 110  chamberNb: 2  energy deposit[MeV]: 0.00385012  position[mm]: (-368.066,136.184,115.393)
  trackID: 110  chamberNb: 2  energy deposit[MeV]: 0.00346766  position[mm]: (-368.087,136.201,115.4)
  trackID: 114  chamberNb: 2  energy deposit[MeV]: 0.00229296  position[mm]: (-368.07,136.174,115.406)
  trackID: 113  chamberNb: 2  energy deposit[MeV]: 0.00422715  position[mm]: (-368.034,136.152,115.273)
  trackID: 109  chamberNb: 2  energy deposit[MeV]: 0.00198749  position[mm]: (-370.127,136.335,115.635)
  trackID: 108  chamberNb: 2  energy deposit[MeV]: 0.00189033  position[mm]: (-370.474,136,115.479)
  trackID: 107  chamberNb: 2  energy deposit[MeV]: 0.00182293  position[mm]: (-371.472,136.219,121.349)
  trackID: 106  chamberNb: 2  energy deposit[MeV]: 0.00137092  position[mm]: (-374.987,136.081,122.193)
  trackID: 105  chamberNb: 2  energy deposit[MeV]: 0.00161876  position[mm]: (-375.553,135.92,122.537)
  trackID: 105  chamberNb: 2  energy deposit[MeV]: 0.00316805  position[mm]: (-375.578,135.925,122.533)
  trackID: 115  chamberNb: 2  energy deposit[MeV]: 0.0027608  position[mm]: (-375.548,135.932,122.52)
  trackID: 104  chamberNb: 2  energy deposit[MeV]: 0.00158595  position[mm]: (-375.782,136.118,122.417)
  trackID: 103  chamberNb: 2  energy deposit[MeV]: 0.00199866  position[mm]: (-377.124,136.775,122.174)
  trackID: 102  chamberNb: 2  energy deposit[MeV]: 0.00448576  position[mm]: (-387.04,138.269,123.031)
  trackID: 102  chamberNb: 2  energy deposit[MeV]: 0.0018298  position[mm]: (-387.04,138.263,123.021)
  trackID: 101  chamberNb: 2  energy deposit[MeV]: 0.0066686  position[mm]: (-387.286,139.88,121.783)
  trackID: 100  chamberNb: 2  energy deposit[MeV]: 0.00170409  position[mm]: (-387.224,141.049,120.331)
  trackID: 48  chamberNb: 2  energy deposit[MeV]: 0.00154852  position[mm]: (-384.194,143.235,109.879)
  trackID: 48  chamberNb: 2  energy deposit[MeV]: 0.010818  position[mm]: (-384.441,143.436,109.682)
  trackID: 48  chamberNb: 2  energy deposit[MeV]: 0.00582165  position[mm]: (-384.393,143.405,109.668)
  trackID: 117  chamberNb: 2  energy deposit[MeV]: 0.00290635  position[mm]: (-384.45,143.431,109.662)
  trackID: 116  chamberNb: 2  energy deposit[MeV]: 0.0037894  position[mm]: (-384.172,143.259,109.876)
  trackID: 47  chamberNb: 2  energy deposit[MeV]: 0.00444561  position[mm]: (-380.454,141.967,87.9771)
  trackID: 46  chamberNb: 2  energy deposit[MeV]: 0.00294583  position[mm]: (-369.09,137.447,10.8284)
  trackID: 37  chamberNb: 1  energy deposit[MeV]: 0.000114805  position[mm]: (-277.292,100.638,-600.08)
  trackID: 37  chamberNb: 1  energy deposit[MeV]: 2.86986e-05  position[mm]: (-277.356,100.663,-600.102)
  trackID: 37  chamberNb: 1  energy deposit[MeV]: 6.69305e-05  position[mm]: (-277.338,100.708,-600.109)
  trackID: 37  chamberNb: 1  energy deposit[MeV]: 0.000270227  position[mm]: (-277.373,100.76,-600.114)
  trackID: 37  chamberNb: 1  energy deposit[MeV]: 0.00105757  position[mm]: (-277.388,100.813,-600.085)
  trackID: 37  chamberNb: 1  energy deposit[MeV]: 0.00199829  position[mm]: (-277.385,100.78,-600.067)
  trackID: 37  chamberNb: 1  energy deposit[MeV]: 0.00109191  position[mm]: (-277.379,100.779,-600.07)
  trackID: 36  chamberNb: 1  energy deposit[MeV]: 0.00149164  position[mm]: (-273.332,98.9441,-625.971)
  trackID: 35  chamberNb: 1  energy deposit[MeV]: 0.00373021  position[mm]: (-269.679,97.407,-649.989)
  trackID: 34  chamberNb: 1  energy deposit[MeV]: 0.00208812  position[mm]: (-269.21,97.2375,-653.057)
  trackID: 33  chamberNb: 1  energy deposit[MeV]: 0.00276303  position[mm]: (-253.095,91.391,-758.978)
  trackID: 24  chamberNb: 0  energy deposit[MeV]: 0.00140935  position[mm]: (-155.31,60.0261,-1400.14)
  trackID: 23  chamberNb: 0  energy deposit[MeV]: 0.00557493  position[mm]: (-153.021,59.241,-1415.65)
  trackID: 22  chamberNb: 0  energy deposit[MeV]: 0.00337096  position[mm]: (-149.055,58.0412,-1441.44)
  trackID: 21  chamberNb: 0  energy deposit[MeV]: 0.00385491  position[mm]: (-146.809,57.2191,-1456.18)
