20
0.000000e+00	0.000000e+00
3.000000e+00	4.000000e+00
6.000000e+00	9.400000e+01
9.000000e+00	2.600000e+02
1.200000e+01	2.470000e+02
1.500000e+01	1.580000e+02
1.800000e+01	8.400000e+01
2.100000e+01	4.900000e+01
2.400000e+01	2.600000e+01
2.700000e+01	1.900000e+01
3.000000e+01	1.800000e+01
3.300000e+01	8.000000e+00
3.600000e+01	6.000000e+00
3.900000e+01	4.000000e+00
4.200000e+01	6.000000e+00
4.500000e+01	3.000000e+00
4.800000e+01	3.000000e+00
5.100000e+01	2.000000e+00
5.400000e+01	0.000000e+00
5.700000e+01	1.000000e+00
